uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,summary_row,course_row
NTU,College of Science,Chemistry and Biological Chemistry,2021,180.0,3.68,76.25,90.2,74.4,3367.0,3400.0,3501.0,3400.0,3100.0,3700.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2022,170.0,3.57,72.5,90.8,84.0,3759.0,3600.0,3863.0,3700.0,3400.0,4200.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2023,200.0,3.52,72.5,80.4,66.4,3822.0,3725.0,3941.0,3800.0,3500.0,4200.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2024,186.0,3.61,70.0,80.0,70.8,3952.0,3800.0,4088.0,3980.0,3600.0,4480.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2013,206.0,3.52,68.75,86.0,83.7,3169.0,3000.0,3262.0,3000.0,2750.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2014,166.0,3.6,71.25,91.3,79.7,3022.0,3000.0,3078.0,3200.0,2800.0,3300.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2015,178.0,3.56,71.25,81.8,72.7,3254.0,3125.0,3402.0,3240.0,2950.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2016,169.0,3.55,68.75,88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2017,157.0,3.6,72.5,89.7,79.5,3517.0,3400.0,3580.0,3500.0,3100.0,3800.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2018,184.0,,73.75,87.1,75.9,3661.0,3600.0,3744.0,3650.0,3360.0,4000.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2019,152.0,,71.25,91.2,79.6,3741.0,3549.0,3848.0,3599.0,3215.0,4070.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2020,129.0,3.45,71.25,92.4,68.9,3746.0,3600.0,3823.0,3656.0,3300.0,4250.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2021,133.0,,72.5,91.0,75.6,3939.0,3750.0,4039.0,3806.0,3500.0,4500.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2022,138.0,3.36,71.25,86.5,79.4,4352.0,4250.0,4436.0,4300.0,3799.0,4800.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2023,170.0,3.53,68.75,80.2,73.3,4545.0,4200.0,4574.0,4250.0,3800.0,4800.0,Nanyang Technological University,0,1
NTU,College of Science,Mathematical Sciences,2024,145.0,3.43,72.5,76.6,70.2,4612.0,4350.0,4703.0,4379.0,4000.0,5000.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2013,118.0,3.35,62.5,80.8,69.2,3164.0,3000.0,3208.0,3300.0,2900.0,3400.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2014,156.0,3.34,65.0,73.7,63.2,3034.0,3000.0,3241.0,3100.0,2800.0,3560.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2015,121.0,3.47,63.75,82.1,69.6,3098.0,3000.0,3186.0,3200.0,2900.0,3400.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2016,121.0,3.44,66.25,85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2017,98.0,3.48,71.25,81.6,61.8,3367.0,3300.0,3490.0,3300.0,3000.0,3819.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2018,87.0,3.52,71.25,80.2,74.1,3468.0,3300.0,3576.0,3400.0,3025.0,3800.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2019,80.0,3.52,70.0,90.0,78.6,3782.0,3500.0,3849.0,3500.0,3300.0,4200.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2020,80.0,3.5,68.75,92.6,48.5,3643.0,3600.0,3719.0,3700.0,3500.0,3850.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2021,67.0,3.41,65.0,84.5,69.0,3710.0,3570.0,3793.0,3600.0,3384.0,4000.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2022,57.0,,65.0,91.5,84.7,3917.0,4000.0,4067.0,4000.0,3683.0,4575.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2023,68.0,3.37,62.5,80.9,72.3,3904.0,4000.0,4076.0,4000.0,3905.0,4400.0,Nanyang Technological University,0,1
NTU,College of Science,Physics / Applied Physics,2024,65.0,3.51,67.5,90.7,76.7,4258.0,4037.0,4473.0,4250.0,3888.0,4517.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2013,90.0,3.58,72.5,68.2,59.1,2968.0,3000.0,2985.0,3000.0,2700.0,3400.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2014,75.0,3.68,73.75,87.9,69.7,3076.0,2800.0,3229.0,3000.0,2700.0,3590.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2015,75.0,3.64,75.0,90.7,72.1,3232.0,3000.0,3307.0,3295.0,2900.0,3600.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2016,77.0,3.61,73.75,83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2017,77.0,3.67,73.75,81.1,48.6,3372.0,3285.0,3486.0,3450.0,2800.0,4000.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2018,77.0,3.58,72.5,87.0,61.1,3172.0,3200.0,3382.0,3300.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2019,74.0,3.54,71.25,87.0,55.6,3289.0,3200.0,3438.0,3350.0,3000.0,3660.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2020,78.0,3.64,70.0,91.5,52.5,3494.0,3240.0,3661.0,3300.0,3000.0,4200.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2021,74.0,3.55,68.75,86.2,55.4,3292.0,3300.0,3438.0,3300.0,3100.0,3620.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2022,70.0,3.54,68.75,100.0,74.4,3657.0,3350.0,3762.0,3350.0,3200.0,4266.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2023,69.0,3.43,68.75,92.5,71.7,3692.0,3623.0,3837.0,3850.0,3250.0,4319.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Sports Science and Management,2024,74.0,3.52,67.5,89.8,55.1,3941.0,3700.0,4110.0,4000.0,3500.0,4300.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2013,34.0,3.37,75.0,100.0,100.0,3377.0,3400.0,3478.0,3498.0,3300.0,3800.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2014,,,,100.0,100.0,3358.0,3400.0,3475.0,3475.0,3400.0,3750.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2015,22.0,,77.5,100.0,100.0,3496.0,3500.0,3604.0,3504.0,3500.0,3855.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2016,39.0,3.78,77.5,100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2017,16.0,,77.5,100.0,100.0,3610.0,3603.0,3701.0,3701.0,3500.0,3958.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2018,37.0,,80.0,100.0,100.0,3600.0,3800.0,3738.0,3800.0,3600.0,4000.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2019,29.0,,81.25,100.0,100.0,3719.0,3800.0,3758.0,3800.0,3660.0,3840.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2020,25.0,,78.75,100.0,100.0,3660.0,3799.0,3744.0,3800.0,3700.0,4000.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2021,32.0,,78.75,100.0,100.0,3578.0,3776.0,3796.0,3904.0,3727.0,4000.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2022,24.0,,78.75,100.0,100.0,4106.0,4275.0,4211.0,4300.0,4000.0,4470.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2023,22.0,,76.25,100.0,100.0,4106.0,4275.0,4211.0,4300.0,4000.0,4470.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Science (Education),2024,32.0,,80.0,100.0,100.0,4489.0,5000.0,4723.0,5000.0,4500.0,5005.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2013,86.0,3.48,68.75,100.0,100.0,3413.0,3426.0,3506.0,3498.0,3400.0,3575.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2014,,,,100.0,100.0,3388.0,3400.0,3536.0,3475.0,3400.0,3700.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2015,36.0,,73.75,100.0,100.0,3551.0,3500.0,3622.0,3500.0,3500.0,3605.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2016,33.0,3.59,76.25,100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2017,41.0,,76.25,100.0,100.0,3489.0,3600.0,3589.0,3600.0,3500.0,3800.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2018,33.0,,73.75,100.0,99.2,3618.0,3750.0,3751.0,3800.0,3600.0,3806.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2019,28.0,,76.25,100.0,100.0,3629.0,3800.0,3710.0,3800.0,3600.0,3806.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2020,41.0,,76.25,100.0,98.4,3582.0,3798.0,3682.0,3799.0,3600.0,3806.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2021,33.0,,73.75,100.0,100.0,3563.0,3754.0,3718.0,3780.0,3700.0,3900.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2022,39.0,,70.0,100.0,100.0,3684.0,4000.0,4025.0,4129.0,3750.0,4300.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2023,42.0,,70.0,100.0,100.0,3684.0,4000.0,4025.0,4129.0,3750.0,4300.0,Nanyang Technological University,0,1
NTU,National Institute of Education (NIE),Arts (Education),2024,30.0,,72.5,100.0,100.0,4274.0,4750.0,4647.0,5000.0,4497.0,5005.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2013,83.0,,68.75,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2014,55.0,,71.25,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2015,55.0,3.38,71.25,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2016,66.0,3.41,70.0,87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2017,71.0,3.45,71.25,86.0,68.4,3206.0,3100.0,3265.0,3200.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2018,63.0,3.49,70.0,74.4,56.4,3593.0,3500.0,3719.0,3500.0,3260.0,4150.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2019,49.0,,73.75,73.0,56.8,3449.0,3500.0,3498.0,3500.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2020,74.0,3.23,67.5,87.2,44.7,3558.0,3575.0,3644.0,3650.0,3250.0,4025.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2021,70.0,3.47,68.75,82.2,66.7,3724.0,3675.0,3800.0,3675.0,3500.0,4000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2022,76.0,3.35,70.0,86.5,80.8,3819.0,3800.0,3966.0,4000.0,3500.0,4250.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2023,80.0,3.39,70.0,88.5,73.1,4105.0,4200.0,4233.0,4200.0,3800.0,4500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",History,2024,69.0,3.36,70.0,75.0,59.1,4199.0,4325.0,4498.0,4450.0,3850.0,4900.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2013,78.0,3.46,73.75,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2014,42.0,3.63,75.0,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2015,60.0,3.62,75.0,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2016,52.0,3.64,72.5,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2017,65.0,3.63,73.75,74.1,66.7,3353.0,3300.0,3479.0,3395.0,3160.0,3750.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2018,59.0,3.67,75.0,80.6,71.0,3501.0,3350.0,3619.0,3350.0,3050.0,4018.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2019,65.0,3.56,75.0,90.2,87.8,3756.0,3691.0,3868.0,3850.0,3500.0,4345.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2020,52.0,3.5,75.0,92.5,67.5,3989.0,3710.0,4043.0,3800.0,3500.0,4583.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2021,45.0,3.64,80.0,83.3,77.1,4024.0,3778.0,4105.0,3804.0,3500.0,4524.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2022,47.0,3.6,78.75,97.9,95.7,4122.0,4088.0,4167.0,4123.0,3650.0,4500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2023,41.0,3.62,81.25,85.1,83.0,4317.0,4200.0,4401.0,4202.0,3800.0,5124.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Public Policy and Global Affairs,2024,55.0,3.59,78.75,89.2,81.1,4436.0,4400.0,4540.0,4500.0,4200.0,5000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2014,42.0,3.48,70.0,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2015,38.0,3.48,71.25,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2016,42.0,,71.25,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2017,43.0,,71.25,,,,,,,,,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2018,35.0,,71.25,80.0,76.0,3031.0,3000.0,3126.0,3000.0,2550.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2019,59.0,3.31,70.0,82.6,69.6,3288.0,3300.0,3369.0,3500.0,3300.0,3584.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2020,47.0,3.47,68.75,96.3,70.4,3417.0,3300.0,3580.0,3650.0,3300.0,3850.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2021,41.0,3.55,70.0,88.5,57.7,3394.0,3400.0,3502.0,3400.0,2915.0,4480.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2022,39.0,3.5,72.5,78.3,69.6,3476.0,3300.0,3515.0,3450.0,3000.0,3700.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2023,28.0,3.43,72.5,87.9,78.8,3864.0,3992.0,4056.0,4000.0,3500.0,4550.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2024,28.0,3.38,72.5,75.0,46.4,4274.0,4352.0,4407.0,4365.0,4045.0,4790.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2014,27.0,,81.25,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2015,30.0,,83.75,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2016,34.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2017,27.0,,83.75,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2018,24.0,,85.0,76.2,57.1,3347.0,3440.0,3389.0,3440.0,3150.0,3900.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2019,34.0,,83.75,87.5,79.2,3401.0,3500.0,3416.0,3500.0,3200.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2020,29.0,,85.0,95.5,63.6,3637.0,3550.0,3657.0,3550.0,3400.0,3764.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2021,31.0,,83.75,100.0,91.3,3810.0,3892.0,3888.0,3950.0,3500.0,4300.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2022,48.0,,82.5,100.0,88.0,4406.0,4008.0,4545.0,4023.0,3600.0,4959.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2023,48.0,,81.25,96.3,96.3,4171.0,4038.0,4202.0,4138.0,3750.0,4650.0,Nanyang Technological University,0,1
NTU,College of Science,Environmental Earth Systems Science,2024,43.0,,81.25,88.9,81.5,4588.0,4487.0,4628.0,4500.0,4200.0,5000.0,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2013,54.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2014,78.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2015,90.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2016,108.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2017,120.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2018,138.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2019,149.0,,85.0,100.0,100.0,4932.0,4700.0,5661.0,5700.0,5200.0,6092.0,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2020,162.0,,85.0,100.0,100.0,4775.0,4700.0,5387.0,5250.0,5000.0,5900.0,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2021,168.0,,85.0,100.0,100.0,4702.0,4700.0,5404.0,5500.0,5200.0,5800.0,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2022,167.0,,85.0,100.0,100.0,4779.0,4700.0,5532.0,5600.0,5199.0,6000.0,Nanyang Technological University,0,1
NTU,Lee Kong Chian School of Medicine,Medicine,2023,150.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2018,24.0,,83.75,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2019,52.0,,81.25,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2020,74.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2021,87.0,,85.0,,,,,,,,,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2022,75.0,3.9,83.75,88.2,82.4,6647.0,5625.0,6749.0,5625.0,5000.0,7500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2023,121.0,3.9,82.5,83.3,83.3,5319.0,5250.0,5352.0,5250.0,4600.0,6250.0,Nanyang Technological University,0,1
NTU,College of Engineering,Data Science & Artificial Intelligence,2024,160.0,3.9,81.25,84.0,76.0,5623.0,5450.0,5676.0,5450.0,5000.0,6500.0,Nanyang Technological University,0,1
SMU,School of Accountancy,Accountancy,2013,282.0,3.72,80.0,94.2,93.2,3231.0,2800.0,3342.0,2825.0,2700.0,3430.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2014,308.0,3.72,81.25,93.6,91.4,3375.0,2850.0,3420.0,2875.0,2722.0,3614.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2015,299.0,3.71,80.0,97.3,93.0,3287.0,2900.0,3427.0,3000.0,2850.0,3500.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2016,292.0,3.72,81.25,98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2017,292.0,3.7,81.25,98.0,96.6,3569.0,3000.0,3646.0,3000.0,2920.0,3600.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2018,301.0,3.7,81.25,96.4,92.3,3576.0,3000.0,3607.0,3000.0,3000.0,3650.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2019,349.0,3.68,77.5,96.4,93.7,3753.0,3000.0,3802.0,3050.0,3000.0,4000.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2020,333.0,3.53,72.5,94.7,86.0,3636.0,3050.0,3694.0,3100.0,3000.0,4000.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2021,348.0,3.54,72.5,98.7,93.0,3751.0,3400.0,3814.0,3400.0,3200.0,4000.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2022,317.0,3.63,72.5,98.1,96.1,4432.0,3800.0,4497.0,3825.0,3600.0,4600.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2023,272.0,3.63,72.5,95.5,94.7,4404.0,3800.0,4463.0,3900.0,3600.0,4700.0,Singapore Management University,0,1
SMU,School of Accountancy,Accountancy,2024,251.0,3.69,75.0,95.8,94.2,4641.0,4350.0,4755.0,4350.0,4100.0,5000.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2013,762.0,3.72,76.25,93.2,87.3,3344.0,3000.0,3520.0,3200.0,2800.0,3750.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2014,739.0,3.71,76.25,90.9,86.4,3630.0,3250.0,3752.0,3333.0,3000.0,4000.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2015,772.0,3.7,76.25,93.9,88.2,3513.0,3200.0,3611.0,3300.0,3000.0,4000.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2016,760.0,3.72,77.5,92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2017,764.0,3.7,77.5,93.3,85.7,3862.0,3475.0,3995.0,3500.0,3050.0,4362.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2018,798.0,3.7,77.5,91.6,86.5,4017.0,3600.0,4133.0,3700.0,3250.0,4500.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2019,840.0,3.68,77.5,91.0,84.8,4056.0,3600.0,4181.0,3750.0,3300.0,4600.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2020,880.0,3.66,75.0,95.8,68.4,4183.0,3800.0,4293.0,3850.0,3440.0,4600.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2021,894.0,3.68,76.25,96.6,86.0,4229.0,4000.0,4371.0,4000.0,3500.0,4650.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2022,880.0,3.7,76.25,94.3,86.5,4744.0,4208.0,4937.0,4400.0,3700.0,5200.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2023,960.0,3.7,75.0,92.4,86.8,4668.0,4200.0,4795.0,4436.0,3800.0,5200.0,Singapore Management University,0,1
SMU,School of Business,Business Management,2024,852.0,3.8,77.5,89.5,83.2,4847.0,4500.0,5007.0,4500.0,4000.0,5300.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2013,257.0,3.71,72.5,90.6,88.6,3389.0,3200.0,3513.0,3339.0,3000.0,3800.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2014,254.0,3.72,73.75,90.2,83.9,3525.0,3500.0,3645.0,3500.0,3175.0,4000.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2015,254.0,3.71,72.5,90.3,85.8,3798.0,3500.0,3946.0,3500.0,3200.0,4100.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2016,252.0,3.72,73.75,93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2017,241.0,3.7,73.75,91.3,82.6,4013.0,3600.0,4143.0,3700.0,3300.0,4583.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2018,267.0,3.7,73.75,91.1,85.6,4017.0,3500.0,4140.0,3700.0,3200.0,4600.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2019,264.0,3.69,75.0,87.1,81.3,4042.0,3800.0,4159.0,3900.0,3500.0,4500.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2020,263.0,3.53,70.0,91.5,70.5,4181.0,3750.0,4290.0,3800.0,3400.0,4500.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2021,257.0,3.51,72.5,91.8,83.5,4641.0,4275.0,4777.0,4435.0,3800.0,5250.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2022,218.0,3.61,73.75,97.2,89.9,4665.0,4500.0,4824.0,4500.0,4000.0,5200.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2023,199.0,3.61,73.75,93.4,91.3,4849.0,4500.0,4937.0,4500.0,4000.0,5254.0,Singapore Management University,0,1
SMU,School of Economics,Economics,2024,220.0,3.67,75.0,86.5,78.4,4838.0,4560.0,5069.0,4753.0,4200.0,5200.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2013,266.0,3.53,70.0,93.6,89.5,3389.0,3300.0,3468.0,3300.0,3000.0,3800.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2014,275.0,3.52,68.75,92.9,80.6,3431.0,3225.0,3530.0,3350.0,3000.0,4000.0,Singapore Management University,0,1
